field,biome,country,pesticide_kg_ha,nearbyorg,pest_abu_ha
conventional,boreal,O,0.567,0.04,233
conventional,tropical,D,2.546,0.01,352.5
conventional,temperate,Q,2.268,0.03,297.2
conventional,temperate,T,1.073,0.02,291.7
organic,tropical,L,2.001,0.38,337.5
conventional,tropical,V,4.084,0.04,299.8
organic,boreal,D,0.368,0.45,233
organic,tropical,S,1.406,0.42,345.6
organic,boreal,C,1.101,0.27,236.6
conventional,boreal,F,0.756,0.01,231.2
organic,tropical,T,1.29,0.55,360.8
conventional,tropical,V,3.259,0,371.2
conventional,boreal,H,2.604,0.02,232.8
organic,tropical,S,1.512,0.42,387
conventional,temperate,V,1.171,0.04,304.1
organic,boreal,U,0.386,0.48,276.3
conventional,tropical,R,4.284,0,306.1
organic,tropical,F,1.74,0.46,338.8
organic,boreal,Q,0.082,0.49,276.1
conventional,tropical,A,2.528,0.03,361.9
conventional,tropical,K,1.046,0.05,367.8
conventional,temperate,N,2.574,0.06,229.9
conventional,temperate,R,3.063,0.06,278
conventional,tropical,S,2.825,0.07,359.7
conventional,tropical,U,3.583,0.01,296.2
conventional,boreal,E,2.276,0.01,237.8
conventional,boreal,L,2.544,0.02,264.3
organic,temperate,W,0.462,0.33,306.4
organic,boreal,W,1.533,0.45,202
organic,tropical,R,2.007,0.54,350.5
conventional,boreal,J,3.164,0.02,201
organic,boreal,F,0.043,0.53,219.5
organic,boreal,M,0.91,0.39,202.1
organic,temperate,W,0.31,0.42,302.7
conventional,tropical,P,4.05,0,341.5
conventional,tropical,G,1.542,0.03,402.6
organic,boreal,E,0.038,0.32,284.1
conventional,temperate,A,1.406,0.02,269.5
organic,temperate,V,0.714,0.49,273.6
conventional,tropical,N,3.717,0,315.5
organic,tropical,V,1.314,0.44,351.3
conventional,boreal,N,2.374,0,253.7
conventional,temperate,Q,0.829,0.02,275
organic,temperate,Z,0.763,0.44,287.3
organic,tropical,O,1.451,0.33,386.5
conventional,tropical,Y,4.894,0.02,298
conventional,temperate,Q,0.043,0.04,301.1
conventional,temperate,N,2.565,0.01,270.2
conventional,boreal,R,3.631,0.04,186.6
conventional,tropical,I,3.208,0,309.5
organic,boreal,X,0.359,0.55,231.9
organic,tropical,C,1.718,0.42,354.8
conventional,temperate,Z,1.713,0.01,255.3
organic,temperate,D,0.537,0.54,245.5
conventional,boreal,U,1.745,0.2,238.1
organic,temperate,O,0.971,0.3,275.6
organic,tropical,Z,2.441,0.52,376.2
organic,temperate,J,0.995,0.33,294.2
organic,boreal,Y,0.034,0.31,221.4
organic,tropical,L,0.52,0.22,393.7
conventional,temperate,O,2.474,0.01,234.9
conventional,tropical,G,2.244,0.04,373.9
organic,boreal,X,1.191,0.36,230.2
conventional,temperate,J,3.374,0,231.2
organic,tropical,X,1.375,0.26,363.8
organic,tropical,O,1.592,0.43,335.4
organic,boreal,O,0.313,0.54,249.6
conventional,boreal,Q,1.945,0.06,265.4
organic,tropical,I,1.517,0.37,387.7
organic,boreal,C,0.348,0.28,250.5
organic,tropical,Q,2.183,0.48,365.4
organic,boreal,P,0.821,0.43,240.1
conventional,boreal,R,1.099,0,234.5
organic,boreal,W,0.99,0.29,245.6
conventional,tropical,U,5.561,0.01,300.9
conventional,boreal,R,0.998,0,233.3
conventional,temperate,F,1.099,0.06,309.3
organic,temperate,D,0.006,0.36,259.5
organic,temperate,C,0.182,0.44,287.8
organic,tropical,U,0.987,0.32,404.4
conventional,boreal,A,2.995,0.01,232.9
conventional,tropical,G,4.045,0.02,337.1
organic,temperate,Q,1.136,0.42,290.9
conventional,boreal,N,2.66,0,249.4
organic,temperate,G,0.805,0.28,299.2
conventional,temperate,R,4.124,0,188.7
organic,boreal,L,0.377,0.38,259.8
conventional,tropical,Q,3.593,0,307.2
conventional,tropical,M,5.446,0,300.1
conventional,tropical,G,1.806,0,349.5
conventional,boreal,B,3.981,0,183.1
conventional,boreal,J,1.763,0.04,215
conventional,tropical,T,2.123,0.03,354
conventional,temperate,C,3.698,0.06,264.2
conventional,temperate,J,2.068,0.11,271.8
organic,boreal,G,0.642,0.46,216.5
organic,tropical,Z,1.951,0.51,339.6
conventional,tropical,H,1.515,0.01,345.6
organic,temperate,O,0.862,0.35,274.6
organic,boreal,D,0.39,0.39,253.5
conventional,temperate,D,1.585,0,296.7
organic,boreal,X,1.33,0.58,222.6
organic,boreal,R,0.717,0.55,239.6
conventional,boreal,M,2.666,0.09,225.7
conventional,temperate,L,2.51,0.01,224.3
organic,tropical,I,0.736,0.3,434.9
organic,tropical,S,2.283,0.47,351.3
organic,temperate,P,1.685,0.41,294.5
organic,boreal,F,1.36,0.51,247.3
organic,tropical,R,2.234,0.43,348.3
organic,temperate,O,1.366,0.37,274.3
conventional,temperate,M,2.242,0.06,275.6
conventional,temperate,K,3.061,0.01,257.5
conventional,boreal,J,3.664,0.09,234.6
conventional,boreal,V,2.443,0.01,247.9
organic,tropical,B,0.837,0.37,403.4
conventional,boreal,H,2.363,0.01,189.1
organic,temperate,M,0.829,0.63,316.7
conventional,boreal,X,2.41,0.11,245.1
organic,temperate,E,1.67,0.43,278.9
organic,tropical,B,1.769,0.42,388.7
conventional,tropical,S,5.351,0.02,273.8
conventional,temperate,X,2.713,0.04,241.2
conventional,boreal,O,2.777,0.02,227.9
organic,boreal,I,0.375,0.39,258.4
organic,boreal,E,1.111,0.47,253.6
conventional,tropical,Y,5.016,0,314.2
conventional,boreal,H,3.961,0.03,180.3
organic,boreal,S,0.368,0.34,276.7
organic,tropical,X,1.127,0.53,360.2
organic,tropical,X,1.265,0.46,362.7
organic,boreal,Q,0.805,0.34,251.7
organic,tropical,B,1.578,0.36,332.1
organic,tropical,E,1.64,0.47,376.9
organic,tropical,I,2.563,0.29,341.8
organic,tropical,J,2.13,0.52,343.3
organic,tropical,G,1.281,0.61,375.2
organic,temperate,E,0.743,0.39,257.8
conventional,boreal,I,3.566,0,234
organic,boreal,Q,0.294,0.41,238.1
conventional,boreal,E,0.627,0.01,246.7
organic,boreal,E,1.295,0.4,244.9
conventional,boreal,W,2.291,0.01,207.5
conventional,temperate,C,1.591,0.01,275.7
organic,boreal,X,1.138,0.42,266.4
conventional,tropical,N,2.152,0,312.7
conventional,temperate,J,2.025,0.03,232.5
organic,boreal,X,0.599,0.28,275.6
organic,temperate,W,0.826,0.42,284.8
conventional,boreal,B,0.046,0.02,226.3
conventional,temperate,F,4.01,0.02,238.9
organic,tropical,Y,1.918,0.35,339.8
conventional,tropical,C,1.956,0,364.2
organic,boreal,U,0.854,0.53,230.8
conventional,boreal,N,1.15,0.03,274.3
conventional,boreal,K,0.472,0.05,237.6
conventional,boreal,Z,2.675,0.01,195.5
organic,temperate,D,0.854,0.49,308.2
organic,boreal,D,0.807,0.34,251.6
conventional,boreal,F,0.999,0.06,256.9
conventional,boreal,J,1.806,0,241.7
conventional,tropical,H,3.207,0,349.4
organic,tropical,T,1.911,0.42,384.3
organic,temperate,L,0.359,0.52,266.4
conventional,tropical,W,1.019,0.06,363
organic,temperate,G,1.353,0.36,273.4
conventional,boreal,I,1.409,0.03,243
conventional,boreal,X,1.885,0.01,230.1
conventional,temperate,P,0.883,0.01,331.5
conventional,tropical,L,4.341,0.06,343
organic,tropical,B,1.646,0.45,321.5
conventional,temperate,W,3.706,0,225.4
conventional,tropical,A,2.15,0.08,375.8
organic,temperate,Y,1.054,0.43,278.4
organic,boreal,I,0.515,0.44,232.4
conventional,tropical,E,1.964,0.1,343.7
conventional,temperate,K,1.805,0,233.1
organic,tropical,Q,1.452,0.44,401.3
organic,tropical,O,1.671,0.43,323.2
organic,tropical,P,1.578,0.52,342.1
organic,temperate,W,0.902,0.5,262
organic,boreal,C,1.086,0.52,250.4
organic,boreal,I,0.379,0.45,262.5
organic,tropical,L,1.788,0.36,343.4
organic,temperate,I,1.25,0.41,265
organic,tropical,E,1.373,0.62,374.1
organic,boreal,C,1.407,0.51,209.8
conventional,tropical,M,1.962,0.01,358.2
organic,tropical,Z,1.937,0.34,348.4
organic,tropical,O,1.654,0.45,359.8
organic,boreal,N,0.946,0.52,245
conventional,temperate,S,2.209,0.01,267.1
conventional,boreal,S,2.754,0.05,194.4
conventional,tropical,G,0.65,0.06,368.9
conventional,tropical,X,3.718,0.02,348.9
conventional,tropical,U,1.451,0.01,345.8
conventional,boreal,Q,1.968,0.01,234
conventional,tropical,E,1.954,0.03,333.9
conventional,temperate,D,2.747,0.06,229.4
organic,tropical,R,1.315,0.37,359.8
organic,tropical,J,1.455,0.52,321.8
conventional,temperate,T,1.621,0.04,284.3
conventional,tropical,L,2.203,0.03,355.7
organic,boreal,Y,0.788,0.41,229.3
conventional,tropical,I,3.45,0.01,327.9
organic,temperate,Y,1.102,0.53,298.1
organic,boreal,N,0.091,0.46,241
organic,boreal,I,0.459,0.42,276.6
organic,temperate,Q,0.874,0.37,252.1
organic,boreal,K,0.285,0.36,246.5
organic,boreal,J,1.24,0.34,268.5
conventional,tropical,L,2.693,0,353.1
conventional,tropical,S,3.268,0,345.6
organic,tropical,E,0.973,0.48,344.4
organic,boreal,C,0.621,0.48,282.9
conventional,tropical,B,4.02,0,290.3
conventional,boreal,N,1.52,0.11,225.1
organic,boreal,H,0.659,0.44,255.7
organic,temperate,P,1.571,0.52,297.6
organic,boreal,J,0.689,0.5,217
conventional,tropical,X,3.302,0.01,351.2
organic,boreal,S,0.967,0.48,262.2
organic,tropical,M,1.541,0.28,390.7
conventional,temperate,G,2.57,0.05,245.4
conventional,boreal,I,3.946,0,223.3
conventional,tropical,O,1.262,0.01,403.4
organic,boreal,F,0.24,0.49,223.7
organic,boreal,K,0.518,0.5,212.8
conventional,temperate,P,1.581,0.02,284.6
conventional,tropical,H,3.356,0,320.9
conventional,boreal,Y,3.386,0.04,216
organic,boreal,V,0.603,0.46,218.2
organic,temperate,R,0.631,0.33,294
conventional,temperate,W,3.162,0.03,228.9
conventional,temperate,L,3.586,0.01,267.2
organic,tropical,Z,2.403,0.32,386.7
organic,temperate,O,1.22,0.44,306.6
organic,temperate,Z,1.64,0.35,287
conventional,boreal,O,1.238,0.11,261.1
conventional,boreal,L,2.673,0.01,203.1
organic,temperate,J,1.164,0.37,312.3
conventional,temperate,D,2.524,0,267.2
organic,temperate,I,1.196,0.42,257.2
organic,boreal,N,0.969,0.39,235.6
conventional,temperate,A,1.023,0.03,260.9
organic,tropical,C,1.244,0.42,393.4
organic,temperate,J,1.447,0.41,240.7
conventional,tropical,S,1.373,0.03,368.6
conventional,boreal,S,3.191,0.07,228.9
organic,temperate,T,1.143,0.48,310.6
conventional,tropical,Q,4.844,0.01,282.1
conventional,boreal,K,0.632,0.03,238.9
conventional,tropical,J,4.177,0,312.5
conventional,temperate,D,0.281,0.03,257.7
conventional,temperate,L,2.519,0.03,221.2
conventional,tropical,H,1.517,0.03,360.6
conventional,temperate,W,3.235,0.01,264.8
organic,tropical,F,1.853,0.33,338.6
organic,temperate,F,0.565,0.64,274.2
conventional,boreal,S,3.278,0.1,183.3
organic,boreal,J,0.765,0.5,235.4
conventional,temperate,G,0.99,0.01,263.8
organic,tropical,D,1.829,0.45,373.7
organic,tropical,Y,2.979,0.29,378.8
conventional,temperate,Y,3.225,0.01,216.9
organic,boreal,U,0.35,0.36,213.1
conventional,temperate,T,1.822,0,248
conventional,tropical,S,2.468,0.01,305.2
organic,tropical,M,1.689,0.6,316.3
organic,boreal,Z,0.226,0.33,292.1
organic,tropical,Y,1.666,0.32,360.1
conventional,tropical,O,3.09,0.02,340.9
organic,boreal,V,1.192,0.47,193.3
conventional,tropical,B,3.423,0.12,326.5
conventional,temperate,U,1.572,0.06,311.8
conventional,boreal,M,1.596,0,264.8
organic,boreal,P,1.109,0.61,263.6
organic,boreal,L,0.517,0.31,284.2
organic,temperate,K,0.97,0.5,245.7
organic,boreal,D,1.551,0.3,224.1
organic,boreal,D,0.559,0.4,256.8
organic,temperate,N,0.841,0.45,258.3
organic,temperate,B,1.46,0.34,309.6
conventional,temperate,M,1.698,0.01,271.8
conventional,boreal,I,0.755,0.04,240.2
conventional,temperate,S,3.42,0.06,211.9
organic,temperate,L,1.032,0.57,281.5
organic,temperate,J,1.441,0.34,283.6
organic,temperate,T,1.251,0.54,249.3
organic,tropical,B,1.343,0.55,334.2
conventional,tropical,R,5.845,0.01,316.9
organic,tropical,S,2.182,0.46,349.4
conventional,boreal,Q,2.774,0.03,192.7
conventional,boreal,I,1.15,0.04,274.7
organic,tropical,B,1.312,0.44,330.8
organic,boreal,B,0.077,0.39,246.2
conventional,tropical,H,4.044,0.03,355.2
organic,boreal,A,0.543,0.36,292.5
conventional,temperate,F,3.206,0.03,252.5
organic,boreal,K,0.622,0.38,293.5
conventional,boreal,U,3.757,0.03,224.2
conventional,temperate,H,0.988,0,280
organic,temperate,J,1.033,0.33,300.2
conventional,temperate,T,1.991,0,284.9
organic,tropical,O,1.607,0.51,328.8
organic,tropical,A,1.66,0.46,377.1
conventional,temperate,E,2.138,0.02,287.9
conventional,temperate,X,1.639,0.09,256.3
conventional,boreal,J,2.61,0.06,235.4
organic,tropical,N,1.602,0.31,394.9
conventional,temperate,N,5.749,0.01,249.3
organic,tropical,N,1.114,0.34,383
conventional,tropical,Z,2.332,0.03,411.3
organic,boreal,Q,0.741,0.56,254.1
organic,boreal,A,1.291,0.37,271.2
conventional,boreal,F,3.004,0.05,188.8
conventional,tropical,K,2.939,0,324.5
conventional,temperate,Y,1.272,0.01,270.2
conventional,boreal,Q,2.902,0.07,203.6
organic,temperate,T,0.802,0.4,292.1
conventional,boreal,T,1.828,0.05,272
conventional,tropical,Y,3.121,0.02,357.3
organic,boreal,O,1.037,0.28,288.9
conventional,boreal,N,0.784,0.02,256.9
organic,temperate,W,1.598,0.33,265.5
conventional,boreal,J,1.911,0.02,201.3
conventional,boreal,B,0.833,0.08,282.1
organic,tropical,N,2.288,0.58,361
organic,temperate,V,0.446,0.27,262.1
conventional,tropical,X,4.172,0,333.3
organic,temperate,U,0.385,0.35,325.5
conventional,temperate,D,1.425,0.05,285
organic,tropical,R,1.79,0.37,345.5
organic,tropical,D,1.357,0.5,394
organic,boreal,G,0.172,0.37,234.8
conventional,tropical,S,5.26,0.04,299.4
conventional,boreal,G,3.967,0.02,160.9
organic,tropical,X,2.477,0.57,334.8
organic,boreal,U,0.411,0.34,272.7
conventional,tropical,N,2.567,0.05,301.3
organic,tropical,F,2.015,0.48,377.3
conventional,tropical,F,2.821,0.01,343
conventional,temperate,H,0.515,0,254
conventional,temperate,V,1.502,0.03,275.6
organic,temperate,H,0.174,0.46,275.6
organic,tropical,M,2.164,0.27,343.9
organic,temperate,I,0.726,0.38,286.4
conventional,tropical,X,1.918,0.03,343.1
conventional,tropical,S,2.499,0,372.4
conventional,tropical,W,2.079,0.02,345.9
organic,boreal,N,1.096,0.39,231.1
conventional,temperate,Q,0.743,0,228.7
conventional,temperate,I,2.505,0.07,286.5
organic,boreal,K,0.198,0.43,234.3
organic,temperate,Z,1.199,0.37,272.6
organic,tropical,I,2.152,0.29,379.2
organic,tropical,V,1.823,0.46,324
organic,tropical,R,1.378,0.46,376.5
organic,boreal,D,0.475,0.5,312.2
conventional,boreal,D,2.142,0.01,250.7
conventional,temperate,S,3.232,0.01,258.3
conventional,tropical,Y,2.565,0.02,312.6
conventional,temperate,J,0.332,0.04,297
organic,temperate,K,0.45,0.25,296.9
organic,temperate,I,1.732,0.39,242.6
conventional,temperate,U,3.606,0.17,240.1
conventional,temperate,W,3.244,0.04,251
conventional,temperate,R,3.17,0,219
organic,tropical,C,2.687,0.35,328.2
conventional,boreal,N,0.217,0.01,267.5
organic,boreal,B,1.283,0.36,269.4
conventional,temperate,D,2.23,0.01,242.2
conventional,boreal,A,1.607,0.03,240.8
conventional,boreal,N,3.043,0.01,181.8
conventional,temperate,T,1.622,0.02,290.4
conventional,temperate,V,2.801,0.01,246
organic,boreal,G,1.152,0.57,228.3
organic,temperate,X,1.457,0.41,257.1
organic,tropical,O,1.203,0.34,380.4
conventional,temperate,D,2.879,0.04,279.9
conventional,temperate,U,3.377,0.03,243.4
conventional,boreal,L,3.681,0.01,232.6
organic,boreal,D,0.799,0.38,256.4
organic,tropical,Y,1.939,0.5,375.6
organic,temperate,R,0.907,0.49,278
conventional,tropical,B,4.225,0.06,300.4
organic,temperate,M,0.168,0.6,284.6
conventional,tropical,R,3.153,0.01,341.9
organic,boreal,U,0.413,0.33,213.1
organic,temperate,F,0.838,0.42,266.5
conventional,temperate,M,4.354,0.01,254.9
conventional,tropical,T,2.554,0.03,337.5
organic,tropical,D,1.599,0.22,411.4
organic,boreal,D,0.638,0.54,244.5
conventional,boreal,H,0.409,0.04,232.6
conventional,temperate,G,4.445,0.04,241.4
organic,temperate,D,0.882,0.54,284.8
organic,temperate,Y,1.023,0.54,216.1
organic,tropical,J,0.736,0.41,398.8
conventional,boreal,N,3.691,0.01,189.7
organic,temperate,F,1.862,0.55,240.4
organic,boreal,Y,0.225,0.55,242.2
organic,boreal,J,0.743,0.49,265
organic,temperate,C,0.169,0.45,284.7
conventional,boreal,L,3.281,0,193.9
organic,temperate,S,1.064,0.36,284
conventional,temperate,B,4.969,0.08,254.3
organic,temperate,P,0.094,0.31,310
conventional,boreal,A,1.763,0.11,211
organic,tropical,U,2.056,0.53,356.2
conventional,boreal,W,3.807,0.04,182.6
organic,temperate,P,0.453,0.54,246.5
conventional,temperate,Q,3.209,0.07,255.7
conventional,boreal,H,0.961,0,242.2
organic,temperate,S,0.222,0.52,321.7
organic,tropical,G,1.036,0.37,334.3
organic,tropical,V,1.904,0.39,384.1
organic,tropical,H,2.6,0.36,310.8
conventional,boreal,Y,1.134,0.05,217.7
conventional,tropical,F,1.137,0.01,363.7
organic,boreal,F,0.232,0.36,291.9
organic,boreal,E,0.942,0.53,244.1
organic,temperate,N,1.584,0.48,254.3
organic,boreal,K,0.481,0.47,259.1
conventional,tropical,T,2.461,0,370.7
organic,tropical,D,2.035,0.4,306.7
conventional,tropical,O,4.285,0.05,332.1
conventional,boreal,R,2.213,0.01,212
conventional,boreal,P,3.026,0.01,177.3
organic,boreal,N,1.036,0.42,275.8
conventional,boreal,W,3.235,0.01,183.6
conventional,tropical,C,2.533,0.05,369.2
conventional,boreal,H,0.418,0.01,289.1
conventional,boreal,W,3.08,0.03,182.3
organic,temperate,M,0.748,0.49,295.5
conventional,tropical,Y,2.976,0.1,340.8
organic,tropical,C,0.479,0.41,407.6
organic,temperate,E,1.148,0.41,272.9
conventional,boreal,F,2.057,0.01,221.3
conventional,boreal,A,2.027,0.05,230.9
organic,boreal,K,0.206,0.31,263
organic,tropical,X,1.94,0.51,376.3
organic,temperate,F,0.851,0.51,290.8
organic,boreal,B,0.358,0.45,237.1
organic,temperate,Q,1.28,0.3,266.3
organic,boreal,H,1.042,0.48,222.1
organic,temperate,N,0.061,0.57,342.5
conventional,tropical,X,2.206,0.08,310.5
conventional,boreal,J,2.304,0.03,205.3
organic,boreal,P,0.895,0.41,236.9
organic,boreal,X,1.257,0.25,227.9
conventional,boreal,V,1.89,0.01,232.2
organic,boreal,H,1.359,0.39,217.2
organic,tropical,X,2.127,0.34,362.1
organic,boreal,L,0.274,0.67,245.6
conventional,tropical,J,3.728,0.04,327.1
organic,boreal,I,0.709,0.45,244.2
conventional,tropical,P,3.135,0.04,316.8
conventional,boreal,X,4.3,0,238.1
conventional,tropical,N,2.428,0,315.1
conventional,boreal,I,2.677,0.04,186.6
conventional,boreal,V,2.78,0.01,240.4
conventional,boreal,W,3.142,0.13,202.1
conventional,temperate,Q,4.632,0.04,251.7
organic,temperate,B,1.795,0.32,269.5
conventional,temperate,P,2.12,0.1,225.5
organic,tropical,Q,1.832,0.4,371.5
organic,tropical,I,1.101,0.32,407.2
conventional,boreal,W,1.969,0.05,251.1
conventional,temperate,W,4.531,0.02,219.4
organic,boreal,Y,0.145,0.39,239
conventional,temperate,V,1.319,0,309.7
organic,temperate,M,0.253,0.36,261.6
organic,boreal,F,0.83,0.48,265.9
conventional,boreal,J,3.11,0,221.2
conventional,boreal,L,3.962,0.03,214
organic,tropical,R,2.613,0.47,343.4
conventional,tropical,N,3.147,0.03,347.6
organic,boreal,K,0.877,0.42,276.2
conventional,boreal,P,0.953,0.02,246.2
organic,temperate,W,1.53,0.26,288.6
organic,temperate,M,1.305,0.36,274.6
conventional,tropical,G,1.407,0.03,336.3
conventional,boreal,P,2.269,0.04,219.4
conventional,tropical,B,2.812,0.02,326.4
conventional,tropical,V,2.156,0,332.8
conventional,temperate,W,2.422,0.03,277.5
conventional,tropical,R,3.308,0.07,352.1
conventional,tropical,A,1.843,0.02,366.1
conventional,temperate,L,1.69,0.02,267.7
conventional,boreal,O,0.517,0.02,262.9
conventional,boreal,U,0.582,0,240.4
organic,temperate,F,1.42,0.44,238
organic,tropical,S,1.747,0.52,364
organic,temperate,G,1.444,0.45,272.5
organic,boreal,F,0.87,0.56,202.1
organic,tropical,C,1.7,0.36,369.3
organic,tropical,M,1.998,0.39,389.2
organic,tropical,F,1.918,0.52,345.6
conventional,temperate,V,2.551,0.04,245
conventional,boreal,D,1.539,0.11,244.7
conventional,tropical,X,3.814,0,326.8
organic,tropical,S,1.777,0.49,333.1
conventional,boreal,Y,4.804,0,188.1
conventional,boreal,T,1.645,0.01,239.4
organic,tropical,Y,1.516,0.43,394.1
conventional,temperate,Q,0.102,0.07,293.9
organic,boreal,S,0.779,0.41,266.2
organic,boreal,O,0.35,0.5,211.9
organic,temperate,E,1.32,0.38,274.6
conventional,temperate,W,2.082,0.03,276.3
organic,temperate,C,0.858,0.36,317.3
organic,temperate,O,0.939,0.55,305.5
organic,tropical,M,1.112,0.39,377.6
conventional,temperate,X,4.733,0.03,207.5
conventional,temperate,C,3.462,0.08,221.1
organic,boreal,G,1.336,0.39,249.3
organic,temperate,Z,0.617,0.48,289.8
organic,tropical,E,1.831,0.45,346.6
conventional,tropical,B,3.902,0.07,386.3
organic,temperate,H,1.848,0.42,246.5
organic,boreal,M,0.938,0.51,252.5
organic,boreal,I,0.269,0.4,226.4
organic,temperate,X,0.899,0.29,304.4
organic,temperate,H,1.923,0.55,268.5
conventional,tropical,Z,5.057,0.03,310
organic,temperate,Z,0.654,0.24,300.1
conventional,boreal,P,3.239,0.01,184
organic,tropical,L,2.131,0.4,338.9
organic,tropical,B,2.07,0.34,349.3
conventional,temperate,J,1.745,0.01,287
conventional,boreal,F,1.945,0.01,225.7
conventional,temperate,C,4.107,0.02,229.3
conventional,temperate,V,1.226,0.01,237.5
conventional,boreal,Q,3.186,0.01,156
conventional,boreal,B,3.592,0,205.4
conventional,boreal,Z,3.888,0.09,179.9
organic,temperate,Q,1.022,0.44,270.9
organic,tropical,I,1.934,0.58,334.8
conventional,temperate,T,3.665,0.02,222.1
conventional,boreal,C,3.609,0.06,183
organic,temperate,P,0.941,0.43,318.8
conventional,temperate,Y,2.802,0,243.5
conventional,boreal,I,0.145,0.03,256.4
